episode_rewards,losses,eps_history
2.0,0.0076827253215014935,0.0
2.0,0.00945360492914915,0.0
2.0,0.014833202585577965,0.0
2.0,8.362733206013218e-05,0.0
2.0,0.023878101259469986,0.0
2.0,0.007486336398869753,0.0
2.0,0.014487862586975098,0.0
2.0,0.007560413796454668,0.0
2.0,0.028018249198794365,0.0
2.0,0.0037736797239631414,0.0
2.0,0.014755362644791603,0.0
2.0,0.0019944803789258003,0.0
2.0,0.007048236206173897,0.0
2.0,0.007496706675738096,0.0
2.0,0.01438520010560751,0.0
2.0,4.8570997023489326e-05,0.0
2.0,0.014724255539476871,0.0
2.0,0.02151888608932495,0.0
2.0,0.007258915342390537,0.0
2.0,0.021387143060564995,0.0
2.0,0.01359912846237421,0.0
2.0,0.0070437234826385975,0.0
2.0,0.0012074612313881516,0.0
2.0,0.007867989130318165,0.0
2.0,0.002922666957601905,0.0
2.0,0.02009998820722103,0.0
2.0,0.007140090689063072,0.0
2.0,0.00409398740157485,0.0
2.0,0.03865900635719299,0.0
2.0,0.00563019048422575,0.0
2.0,0.0067238276824355125,0.0
2.0,0.0076292045414447784,0.0
2.0,0.0056767771020531654,0.0
2.0,0.00677494378760457,0.0
2.0,0.0071938117034733295,0.0
2.0,0.0015061150770634413,0.0
2.0,0.03132258728146553,0.0
2.0,0.002991165267303586,0.0
2.0,0.0010738893179222941,0.0
2.0,0.00032873672898858786,0.0
2.0,0.019010426476597786,0.0
2.0,0.007060983218252659,0.0
2.0,0.007020772900432348,0.0
2.0,0.006874111946672201,0.0
2.0,0.007216637022793293,0.0
2.0,0.0011952894274145365,0.0
2.0,0.006890231277793646,0.0
2.0,0.0031639127992093563,0.0
2.0,0.007084221579134464,0.0
2.0,0.008604690432548523,0.0
2.0,0.005019771866500378,0.0
2.0,0.0003743590204976499,0.0
2.0,0.0011513851350173354,0.0
2.0,0.002303283428773284,0.0
2.0,0.002639873418956995,0.0
2.0,0.004228408448398113,0.0
2.0,0.006698531098663807,0.0
2.0,0.006363916210830212,0.0
2.0,0.006172720342874527,0.0
2.0,0.009063642472028732,0.0
2.0,0.008279585279524326,0.0
2.0,0.006800435483455658,0.0
2.0,0.0030311602167785168,0.0
2.0,0.014720589853823185,0.0
2.0,0.008105088025331497,0.0
2.0,0.0011052432237192988,0.0
2.0,0.004954861477017403,0.0
2.0,0.0036161141470074654,0.0
2.0,0.00019408129446674138,0.0
2.0,0.002385123632848263,0.0
2.0,0.00032855651807039976,0.0
2.0,0.0047518229112029076,0.0
2.0,0.004537952598184347,0.0
2.0,0.00317485723644495,0.0
2.0,0.003043827135115862,0.0
2.0,0.011177741922438145,0.0
2.0,0.005217440892010927,0.0
2.0,0.0022937862668186426,0.0
2.0,0.005213764030486345,0.0
2.0,0.00506655965000391,0.0
2.0,0.004518070258200169,0.0
2.0,0.012550166808068752,0.0
2.0,0.003337651491165161,0.0
2.0,0.0037820315919816494,0.0
2.0,0.005163883790373802,0.0
2.0,0.002446091501042247,0.0
2.0,0.004543573595583439,0.0
2.0,0.015325655229389668,0.0
2.0,0.007152548525482416,0.0
2.0,0.0035886946134269238,0.0
2.0,0.003516834694892168,0.0
2.0,0.002275556791573763,0.0
2.0,0.001108872122131288,0.0
2.0,0.0019816416315734386,0.0
2.0,0.008849664591252804,0.0
2.0,0.004959833808243275,0.0
2.0,4.5654709538212046e-05,0.0
2.0,0.0008706297958269715,0.0
2.0,0.005886510480195284,0.0
2.0,0.004547067917883396,0.0
2.0,0.003836201736703515,0.0
0.0,0.002602600958198309,0.0
0.0,0.004381460603326559,0.0
9.0,0.002193268621340394,0.0
7.0,0.003208727343007922,0.0
1.0,0.005985835567116737,0.0
2.0,0.004158081486821175,0.0
5.0,0.008151496760547161,0.0
6.0,0.004146256018429995,0.0
4.0,0.003319759154692292,0.0
6.0,0.004715144634246826,0.0
8.0,0.0035288087092339993,0.0
5.0,0.004812777973711491,0.0
6.0,0.004268193151801825,0.0
2.0,0.008028917014598846,0.0
3.0,0.0033870982006192207,0.0
4.0,0.007196217309683561,0.0
1.0,0.005919844843447208,0.0
1.0,0.003869077190756798,0.0
2.0,0.003519984195008874,0.0
9.0,0.0012720413506031036,0.0
4.0,0.0027056937105953693,0.0
1.0,0.0032077215146273375,0.0
5.0,0.003948315978050232,0.0
10.0,0.004691384732723236,0.0
3.0,0.002653551986441016,0.0
8.0,0.0018682500813156366,0.0
2.0,0.0034370459616184235,0.0
1.0,0.0007392207626253366,0.0
9.0,0.0003598503244575113,0.0
2.0,0.0010077290935441852,0.0
3.0,0.011221654713153839,0.0
2.0,0.0023553853388875723,0.0
1.0,0.0034765631426125765,0.0
1.0,0.00471305288374424,0.0
2.0,0.0033870311453938484,0.0
2.0,0.006540301721543074,0.0
4.0,0.0033166292123496532,0.0
4.0,0.00017269529053010046,0.0
5.0,0.0013193299528211355,0.0
2.0,0.0012705012923106551,0.0
1.0,0.005544992629438639,0.0
1.0,0.010752920992672443,0.0
1.0,0.008661222644150257,0.0
2.0,0.00032115739304572344,0.0
1.0,0.0009301140671595931,0.0
2.0,0.0077577498741447926,0.0
5.0,0.003156425431370735,0.0
0.0,0.0009412982035428286,0.0
2.0,0.0017406740225851536,0.0
1.0,0.006529407575726509,0.0
1.0,0.0026625879108905792,0.0
5.0,0.003553926944732666,0.0
4.0,0.00030369151500053704,0.0
6.0,0.0020504838321357965,0.0
7.0,0.0005983271403238177,0.0
2.0,0.009696445427834988,0.0
1.0,0.005428416188806295,0.0
2.0,0.008154424838721752,0.0
5.0,0.003990489058196545,0.0
1.0,0.005552022252231836,0.0
6.0,0.009980273433029652,0.0
3.0,0.005257941782474518,0.0
1.0,0.0075401924550533295,0.0
1.0,0.002746737329289317,0.0
3.0,0.0058864508755505085,0.0
1.0,0.006327697541564703,0.0
5.0,0.0060004317201673985,0.0
2.0,0.0006105193751864135,0.0
6.0,0.0028923912905156612,0.0
1.0,0.006021556444466114,0.0
1.0,0.006688202731311321,0.0
2.0,0.004154597409069538,0.0
3.0,0.003125036135315895,0.0
3.0,0.003361963666975498,0.0
4.0,0.003977617248892784,0.0
2.0,0.0014228414511308074,0.0
5.0,0.004546706564724445,0.0
4.0,0.0017813303275033832,0.0
4.0,0.0011453463230282068,0.0
10.0,0.00038727931678295135,0.0
5.0,0.0008546816534362733,0.0
9.0,0.011166532523930073,0.0
6.0,0.006272323429584503,0.0
10.0,0.0002063631545752287,0.0
12.0,0.001038848888128996,0.0
11.0,0.0007259156554937363,0.0
10.0,0.0031897402368485928,0.0
10.0,0.009750129655003548,0.0
14.0,0.0017735868459567428,0.0
8.0,0.0019855026621371508,0.0
11.0,0.0008165391045622528,0.0
20.0,0.0009512124815955758,0.0
8.0,0.003127953503280878,0.0
11.0,0.002558753127232194,0.0
10.0,0.003823771607130766,0.0
9.0,0.0026105071883648634,0.0
11.0,0.005308819003403187,0.0
7.0,0.0025201209355145693,0.0
7.0,0.0032776198349893093,0.0
12.0,0.001847721985541284,0.0
7.0,0.0005276896990835667,0.0
7.0,0.0008061646367423236,0.0
6.0,0.0008947864407673478,0.0
7.0,0.0018246716354042292,0.0
12.0,0.01764863356947899,0.0
12.0,0.002311637392267585,0.0
15.0,0.0012355241924524307,0.0
9.0,0.008255420252680779,0.0
12.0,0.0011409299913793802,0.0
11.0,0.013698505237698555,0.0
22.0,0.0019302337896078825,0.0
6.0,0.0001964943076018244,0.0
11.0,0.0034741987474262714,0.0
