episode_rewards,losses,eps_history
1.0,0.0013605559943243861,1.0
0.0,0.008127427659928799,0.99999802
0.0,0.00803630705922842,0.99999604
4.0,0.0013149165315553546,0.99999406
1.0,0.0009972088737413287,0.99999208
0.0,0.00045618615695275366,0.9999901
1.0,9.486446651862934e-05,0.99998812
0.0,8.706800872460008e-05,0.99998614
0.0,0.00019731326028704643,0.99998416
1.0,0.00035463718813844025,0.99998218
2.0,0.0004353341937530786,0.9999802
2.0,0.0002890683535952121,0.99997822
1.0,0.008221101015806198,0.99997624
1.0,0.007915732450783253,0.99997426
1.0,0.00015888783673290163,0.99997228
1.0,0.007657662499696016,0.9999703
4.0,0.0031334746163338423,0.99996832
1.0,0.0005499004619196057,0.99996634
1.0,0.0029993997886776924,0.99996436
2.0,0.008078099228441715,0.99996238
0.0,0.007119223941117525,0.9999604
0.0,0.0001775298296706751,0.99995842
2.0,0.005526297725737095,0.99995644
0.0,0.000327831890899688,0.99995446
1.0,0.007513508200645447,0.99995248
0.0,0.008327003568410873,0.9999505
2.0,0.00010293828381691128,0.99994852
0.0,0.00762641616165638,0.99994654
0.0,5.1556675316533074e-05,0.99994456
0.0,0.0001978151994990185,0.99994258
0.0,0.00011244955385336652,0.9999406
2.0,9.920415322994813e-05,0.99993862
1.0,0.00011466457362985238,0.99993664
0.0,8.032553887460381e-05,0.99993466
0.0,0.00021318576182238758,0.99993268
0.0,0.006152505055069923,0.9999307
1.0,0.003060202347114682,0.99992872
0.0,3.795469820033759e-05,0.99992674
0.0,6.036389459040947e-05,0.99992476
2.0,2.8609283617697656e-05,0.99992278
2.0,0.00758324284106493,0.9999208
0.0,0.00010735008254414424,0.99991882
0.0,0.00021160856704227626,0.99991684
0.0,7.388450467260554e-05,0.99991486
0.0,8.017940854188055e-05,0.99991288
4.0,0.00022415161947719753,0.9999109
0.0,4.5546094042947516e-05,0.99990892
1.0,0.00805407203733921,0.99990694
0.0,5.947471072431654e-05,0.99990496
0.0,0.002685324754565954,0.99990298
0.0,0.0029420829378068447,0.999901
3.0,0.00015802842972334474,0.99989902
0.0,9.316930663771927e-05,0.99989704
4.0,0.003527265042066574,0.99989506
2.0,0.0035525313578546047,0.99989308
0.0,5.569222412304953e-05,0.9998911
0.0,0.005771406926214695,0.99988912
1.0,2.9188910048105754e-05,0.99988714
0.0,0.006481465883553028,0.99988516
0.0,4.7438519686693326e-05,0.99988318
1.0,0.0001212932329508476,0.9998812
0.0,0.003439843188971281,0.99987922
1.0,0.002516982378438115,0.99987724
1.0,8.370030263904482e-05,0.99987526
0.0,0.0032133408822119236,0.99987328
0.0,0.007586334366351366,0.9998713
0.0,9.52309273998253e-05,0.99986932
1.0,0.00011108451872132719,0.99986734
0.0,0.002921109553426504,0.99986536
0.0,7.371445826720446e-05,0.99986338
0.0,7.999177614692599e-05,0.9998614
0.0,0.00015438994159922004,0.99985942
1.0,7.050092972349375e-05,0.99985744
0.0,7.691648352192715e-05,0.99985546
1.0,0.00586163392290473,0.99985348
1.0,3.0839979444863275e-05,0.9998515
1.0,4.236737731844187e-05,0.99984952
1.0,0.002848138799890876,0.99984754
1.0,3.788559843087569e-05,0.99984556
2.0,5.1789367716992274e-05,0.99984358
1.0,5.911161861149594e-05,0.9998416
1.0,5.381750452215783e-05,0.99983962
1.0,3.780350380111486e-05,0.99983764
0.0,3.19455903081689e-05,0.99983566
0.0,0.002725062193349004,0.99983368
0.0,0.003367948578670621,0.9998317
3.0,3.8631078496109694e-05,0.99982972
0.0,0.00598112540319562,0.99982774
1.0,0.0029893540777266026,0.99982576
0.0,4.497376357903704e-05,0.99982378
0.0,0.002901233732700348,0.9998218
0.0,0.0055265179835259914,0.99981982
0.0,0.003011174499988556,0.99981784
1.0,9.813507494982332e-05,0.99981586
2.0,0.0031126639805734158,0.99981388
2.0,0.00011046183499274775,0.9998119
0.0,0.003149845637381077,0.99980992
0.0,0.0031598384957760572,0.99980794
0.0,0.0001598817325429991,0.99980596
0.0,0.0001463445951230824,0.99980398
0.0,0.0034088999964296818,0.999802
2.0,9.861851867754012e-05,0.99980002
2.0,6.766866135876626e-05,0.99979804
0.0,5.7028290029847994e-05,0.99979606
0.0,0.00299815577454865,0.99979408
1.0,3.503798143356107e-05,0.9997921
1.0,4.7759265726199374e-05,0.99979012
0.0,0.003529921406880021,0.99978814
1.0,0.006244126241654158,0.99978616
2.0,3.546640800777823e-05,0.99978418
0.0,4.112776514375582e-05,0.9997822
2.0,4.916539546684362e-05,0.99978022
3.0,0.0030022040009498596,0.99977824
3.0,8.695702854311094e-05,0.99977626
0.0,0.0033530564978718758,0.99977428
0.0,7.260309939738363e-05,0.9997723
1.0,7.236317469505593e-05,0.99977032
5.0,0.002854571444913745,0.99976834
1.0,0.006873771548271179,0.99976636
0.0,0.00010696492972783744,0.99976438
0.0,0.0031498889438807964,0.9997624
0.0,0.0030269515700638294,0.99976042
1.0,7.216495578177273e-05,0.99975844
1.0,7.213516073534265e-05,0.99975646
0.0,0.0030320582445710897,0.99975448
2.0,0.003097700886428356,0.9997525
1.0,0.005266509018838406,0.99975052
1.0,0.00010228128667222336,0.99974854
0.0,0.00011443016410339624,0.99974656
0.0,5.010703534935601e-05,0.99974458
0.0,0.002909198170527816,0.9997426
0.0,7.413299317704514e-05,0.99974062
0.0,0.0033168119844049215,0.99973864
1.0,0.005925903562456369,0.99973666
0.0,6.15657409070991e-05,0.99973468
0.0,7.51772167859599e-05,0.9997327
3.0,7.660235132789239e-05,0.99973072
2.0,6.141504127299413e-05,0.99972874
0.0,0.0030595131684094667,0.99972676
0.0,5.0075694161932915e-05,0.99972478
0.0,0.009085499681532383,0.9997228
0.0,0.006011198740452528,0.99972082
0.0,5.441701432573609e-05,0.99971884
0.0,7.499103230657056e-05,0.99971686
0.0,6.897781713632867e-05,0.99971488
0.0,0.005801489111036062,0.9997129
0.0,0.011251002550125122,0.99971092
0.0,0.002812048187479377,0.99970894
1.0,0.00018295359041076154,0.99970696
0.0,0.00021623901557177305,0.99970498
0.0,0.0025728645268827677,0.999703
0.0,0.007113905157893896,0.99970102
0.0,0.002585641574114561,0.99969904
0.0,0.005311476998031139,0.99969706
2.0,0.00018994664424099028,0.99969508
2.0,0.00019811373203992844,0.9996931
0.0,0.00012081483146175742,0.99969112
1.0,8.091327617876232e-05,0.99968914
1.0,6.392217619577423e-05,0.99968716
1.0,7.801444735378027e-05,0.99968518
0.0,8.003516268217936e-05,0.9996832
0.0,0.00011566861212486401,0.99968122
0.0,0.00021097742137499154,0.99967924
0.0,0.0001457469043089077,0.99967726
0.0,0.00016732575022615492,0.99967528
3.0,0.0032111494801938534,0.9996733
0.0,0.003416322870180011,0.99967132
1.0,8.09582561487332e-05,0.99966934
1.0,7.54322754801251e-05,0.99966736
0.0,6.024990580044687e-05,0.99966538
2.0,0.0001112088211812079,0.9996634
1.0,0.005980478134006262,0.99966142
1.0,0.00013548077549785376,0.99965944
2.0,0.00010287881741533056,0.99965746
1.0,0.0001419626787537709,0.99965548
1.0,9.408889309270307e-05,0.9996535
1.0,0.002862711204215884,0.99965152
2.0,0.0001089244760805741,0.99964954
0.0,0.002965003252029419,0.99964756
0.0,0.0029549626633524895,0.99964558
6.0,0.006149869412183762,0.9996436
0.0,9.394562221132219e-05,0.99964162
0.0,0.006525680422782898,0.99963964
1.0,0.008663306012749672,0.99963766
1.0,0.00023741618497297168,0.99963568
3.0,0.003246815875172615,0.9996337
1.0,0.0004285825416445732,0.99963172
3.0,0.00024712563026696444,0.99962974
0.0,0.0001914520689751953,0.99962776
2.0,0.0001651102356845513,0.99962578
0.0,7.762707537040114e-05,0.9996238
1.0,6.479775765910745e-05,0.99962182
0.0,0.0030482031870633364,0.99961984
3.0,6.133359420346096e-05,0.99961786
1.0,9.666138066677377e-05,0.99961588
0.0,0.002976843388751149,0.9996139
0.0,0.005788865964859724,0.99961192
3.0,8.95175980986096e-05,0.99960994
2.0,0.006039885804057121,0.99960796
0.0,4.634222568711266e-05,0.99960598
0.0,7.216199446702376e-05,0.999604
1.0,0.0001135196362156421,0.99960202
2.0,0.00011957711831200868,0.99960004
4.0,0.0033351241145282984,0.99959806
0.0,0.00010330505028832704,0.99959608
0.0,0.00013017481251154095,0.9995941
0.0,0.00012526896898634732,0.99959212
1.0,0.00294790999032557,0.99959014
1.0,0.003021634416654706,0.99958816
0.0,6.610169657506049e-05,0.99958618
1.0,0.00309774954803288,0.9995842
2.0,3.7419631553348154e-05,0.99958222
3.0,5.782338121207431e-05,0.99958024
0.0,4.25043108407408e-05,0.99957826
0.0,0.003102177055552602,0.99957628
4.0,4.4703901949105784e-05,0.9995743
2.0,3.723611735040322e-05,0.99957232
0.0,0.010019893757998943,0.99957034
0.0,0.0031547534745186567,0.99956836
0.0,0.0033662596251815557,0.99956638
2.0,0.005826941225677729,0.9995644
0.0,0.0028644355479627848,0.99956242
0.0,0.0001273939706152305,0.99956044
1.0,0.003004892263561487,0.99955846
3.0,0.00015973586414474994,0.99955648
0.0,0.00022964048548601568,0.9995545
5.0,0.0030085782054811716,0.99955252
0.0,0.00020377292821649462,0.99955054
0.0,0.010269813239574432,0.99954856
3.0,0.00013580262020695955,0.99954658
2.0,0.00014134035154711455,0.9995446
2.0,7.723991438979283e-05,0.99954262
0.0,0.012475928291678429,0.99954064
1.0,0.002592306351289153,0.99953866
1.0,0.006365406326949596,0.99953668
0.0,9.752818004926667e-05,0.9995347
0.0,0.00687779625877738,0.99953272
1.0,0.005771869793534279,0.99953074
2.0,0.0027783424593508244,0.99952876
1.0,0.00021767591533716768,0.99952678
0.0,0.00037322958814911544,0.9995248
0.0,0.0031122954096645117,0.99952282
4.0,0.01066441461443901,0.99952084
4.0,0.00023081331164576113,0.99951886
3.0,0.003289486514404416,0.99951688
1.0,0.00627959705889225,0.9995149
1.0,0.009611989371478558,0.99951292
1.0,0.006218675058335066,0.99951094
2.0,0.00037347347824834287,0.99950896
0.0,0.0004312917881179601,0.99950698
1.0,0.002984153339639306,0.999505
3.0,0.006241690367460251,0.99950302
1.0,0.00023667125788051635,0.99950104
2.0,0.0037107677198946476,0.99949906
1.0,0.003146238625049591,0.99949708
0.0,0.0033361383248120546,0.9994951
0.0,0.0033448392059653997,0.99949312
0.0,0.0028289358597248793,0.99949114
6.0,0.005760861560702324,0.99948916
2.0,0.00587047915905714,0.99948718
1.0,0.0036652684211730957,0.9994852
2.0,0.00029050608281977475,0.99948322
2.0,0.00021356345678213984,0.99948124
1.0,0.00538968201726675,0.99947926
0.0,0.0001738561550155282,0.99947728
1.0,0.003361473325639963,0.9994753
1.0,0.003498621517792344,0.99947332
2.0,0.0035234480164945126,0.99947134
1.0,0.0063041578978300095,0.99946936
0.0,0.00035696791019290686,0.99946738
2.0,0.00035316444700583816,0.9994654
1.0,0.0001920370850712061,0.99946342
3.0,0.0034001509193331003,0.99946144
1.0,0.006659564096480608,0.99945946
4.0,0.00017372786533087492,0.99945748
0.0,0.009893887676298618,0.9994555
1.0,8.592631638748571e-05,0.99945352
0.0,0.002999205607920885,0.99945154
1.0,0.005865359678864479,0.99944956
0.0,0.00010327131894882768,0.99944758
2.0,0.0034114469308406115,0.9994456
0.0,0.002982101170346141,0.99944362
0.0,0.003315204055979848,0.99944164
0.0,0.003479576203972101,0.99943966
0.0,0.006269464734941721,0.99943768
3.0,0.00019287175382487476,0.9994357
2.0,0.0005503961583599448,0.99943372
2.0,0.0029961164109408855,0.99943174
0.0,0.003064053365960717,0.99942976
4.0,0.0036053014919161797,0.99942778
1.0,0.009913705289363861,0.9994258
0.0,0.005563986022025347,0.99942382
1.0,0.003915783949196339,0.99942184
3.0,0.0067376322112977505,0.99941986
5.0,0.00040292355697602034,0.99941788
3.0,0.003935502376407385,0.9994159
1.0,0.006000593304634094,0.99941392
0.0,0.0063748774118721485,0.99941194
0.0,0.00014243629993870854,0.99940996
0.0,0.0003762251581065357,0.99940798
